accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,stat_c,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OX446772,B.1.1.7,39.0,10.666666666666666,5.091086025690929,-1.1509106233452784,2.994415520154414,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,2.0,4.0,5839.0,2.0,1.0,7.0,1.0,9546.0
OX446773,B.1.1.7,37.0,14.568421052631578,7.257275411218899,-1.1748207051524313,2.9946985245809774,8884.0,0.0,3.0,3.0,3.0,5453.0,0.0,15.0,2.0,4.0,5840.0,1.0,1.0,4.0,1.0,9549.0
OX446774,B.1.1.7,36.0,14.317647058823528,8.226655697243938,-0.816316385171813,2.994886822992031,8885.0,0.0,3.0,2.0,3.0,5453.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446775,B.1.1.7,35.0,15.583333333333332,9.24475524475524,-1.1530524265349877,2.994985974743546,8885.0,0.0,2.0,3.0,4.0,5454.0,0.0,13.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446776,B.1.1.7,37.0,16.2,10.390588235294114,-0.988171263933474,2.994743368528721,8884.0,0.0,3.0,3.0,3.0,5453.0,0.0,15.0,2.0,3.0,5839.0,3.0,1.0,3.0,1.0,9550.0
OX446777,B.1.1.7,34.0,16.807843137254903,12.133333333333338,-1.0104199338386575,2.995132883806395,8886.0,0.0,2.0,2.0,3.0,5452.0,0.0,15.0,3.0,3.0,5839.0,2.0,1.0,2.0,1.0,9551.0
OX446778,B.1.1.7,36.0,13.764705882352942,8.37104825291181,-1.0771228935145607,2.9948523537161185,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,2.0,4.0,5838.0,3.0,1.0,4.0,1.0,9549.0
OX446779,B.1.1.7,33.0,12.583333333333334,6.864218141346691,-1.0807903868006192,2.9952735561085873,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,3.0,3.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446780,B.1.1.7,36.0,16.094736842105263,9.521322472448489,-1.1212533158858877,2.9948751171627803,8884.0,0.0,3.0,3.0,3.0,5452.0,0.0,16.0,2.0,3.0,5841.0,1.0,1.0,3.0,1.0,9550.0
OX446781,B.1.1.7,36.0,11.755555555555556,6.068904593639578,-1.219853535886985,2.994842637601387,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,5.0,1.0,9548.0
OX446782,B.1.1.7,39.0,10.666666666666666,5.091086025690929,-1.1509106233452784,2.994415520154414,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,2.0,4.0,5839.0,2.0,1.0,7.0,1.0,9546.0
OX446819,B.1.1.7,35.0,15.317647058823528,7.877144181733895,-1.1578809312034217,2.994986059821624,8884.0,0.0,3.0,3.0,3.0,5454.0,0.0,14.0,2.0,4.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446820,P.1,38.0,14.666666666666668,14.666666666666664,,2.9945366755680167,8884.0,2.0,4.0,2.0,1.0,5455.0,1.0,15.0,4.0,2.0,5838.0,4.0,0.0,3.0,0.0,9556.0
OX446821,B.1.1.7,35.0,13.098039215686274,7.4262447650069845,-1.1231312882847844,2.9949902194852127,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,2.0,4.0,5839.0,2.0,1.0,4.0,1.0,9549.0
OX446822,B.1.1.7,36.0,11.755555555555556,6.068904593639578,-1.219853535886985,2.994842637601387,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,5.0,1.0,9548.0
OX446823,P.1,38.0,14.666666666666668,14.666666666666664,,2.994536620473479,8886.0,2.0,4.0,2.0,1.0,5455.0,1.0,15.0,4.0,2.0,5837.0,4.0,0.0,3.0,0.0,9556.0
OX446824,B.1.351,27.0,,23.695652173913015,,2.99622167560118,8887.0,1.0,3.0,2.0,1.0,5454.0,0.0,14.0,0.0,0.0,5840.0,6.0,0.0,0.0,0.0,9554.0
OX446825,B.1.1.7,36.0,11.755555555555556,6.068904593639578,-1.219853535886985,2.994842637601387,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,5.0,1.0,9548.0
OX446826,B.1.1.7,39.0,16.533333333333335,10.21511627906976,-1.1749988619240517,2.994410583242046,8885.0,0.0,2.0,3.0,4.0,5451.0,0.0,16.0,2.0,4.0,5839.0,2.0,1.0,4.0,1.0,9549.0
OX446827,B.1.1.7,35.0,13.650980392156864,8.718190386427892,-0.9826011492265873,2.9950582944410025,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,2.0,3.0,5840.0,2.0,2.0,3.0,1.0,9549.0
OX446828,B.1.1.7,40.0,17.44761904761905,11.275,-0.9441739146495288,2.9943408629609785,8884.0,0.0,3.0,3.0,3.0,5450.0,0.0,18.0,2.0,3.0,5840.0,2.0,2.0,3.0,1.0,9549.0
OX446829,B.1.1.7,37.0,13.098039215686276,7.235772357723578,-1.1548846291572772,2.994735680074351,8884.0,0.0,3.0,3.0,4.0,5454.0,0.0,13.0,3.0,3.0,5839.0,2.0,1.0,4.0,1.0,9549.0
OX446830,B.1.1.7,35.0,13.650980392156864,8.718190386427892,-0.9826011492265873,2.9950450128630233,8863.0,0.0,2.0,3.0,3.0,5441.0,0.0,14.0,2.0,3.0,5825.0,2.0,2.0,3.0,1.0,9517.0
OX446831,B.1.1.7,36.0,14.317647058823528,8.226655697243938,-0.816316385171813,2.99488674708205,8884.0,0.0,3.0,2.0,3.0,5453.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446832,BA.2.9,65.0,17.59022988505747,15.3697539278284,-0.6233339585808293,2.9903042751651174,8490.0,4.0,7.0,4.0,4.0,5176.0,1.0,25.0,9.0,2.0,5559.0,2.0,1.0,4.0,2.0,9128.0
OX446833,B.1.1.7,37.0,16.714285714285715,10.963800904977369,-0.9915349478855383,2.9946240202650385,8725.0,0.0,2.0,2.0,3.0,5336.0,0.0,18.0,2.0,3.0,5724.0,1.0,2.0,3.0,1.0,9382.0
OX446834,B.1.1.7,36.0,14.317647058823528,8.226655697243938,-0.816316385171813,2.994887208042371,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446835,B.1.1.7,38.0,10.596491228070175,6.776934749620628,-0.9767654726277639,2.9945545897315333,8884.0,1.0,2.0,3.0,3.0,5453.0,0.0,14.0,2.0,4.0,5838.0,2.0,1.0,5.0,1.0,9548.0
OX446836,B.1.1.7,31.0,14.600000000000001,7.99468791500664,-1.0183876225650947,2.9955192263637835,8792.0,0.0,3.0,2.0,3.0,5409.0,0.0,13.0,2.0,3.0,5789.0,1.0,1.0,2.0,1.0,9467.0
OX446837,B.1.1.7,37.0,15.368421052631579,8.46735395189004,-1.2306060058672743,2.9946923626872746,8885.0,0.0,2.0,3.0,4.0,5452.0,0.0,15.0,2.0,4.0,5840.0,1.0,1.0,4.0,1.0,9549.0
OX446838,B.1.1.7,37.0,14.701754385964911,8.967782958880878,-1.1248303409543958,2.9947006069335114,8884.0,0.0,2.0,3.0,3.0,5451.0,0.0,15.0,2.0,4.0,5838.0,2.0,1.0,4.0,1.0,9544.0
OX446839,B.1.1.7,37.0,14.88888888888889,8.603174603174594,-1.1735444723609714,2.994651995279175,8792.0,0.0,2.0,3.0,4.0,5408.0,0.0,14.0,2.0,4.0,5789.0,2.0,1.0,4.0,1.0,9466.0
OX446840,B.1.1.7,39.0,20.295238095238094,13.97993827160493,-1.1936486602553695,2.994419694763302,8886.0,0.0,2.0,2.0,3.0,5449.0,0.0,19.0,3.0,3.0,5839.0,2.0,1.0,2.0,2.0,9550.0
OX446841,B.1.1.7,36.0,11.755555555555556,6.068904593639578,-1.219853535886985,2.994842637601387,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,5.0,1.0,9548.0
OX446842,B.1.1.7,37.0,10.778947368421054,5.134964150147621,-1.227832070840794,2.9946990359011636,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,6.0,1.0,9547.0
OX446843,B.1.1.7,38.0,17.0,10.518518518518515,-1.1091251287928725,2.9945874722221157,8885.0,0.0,2.0,3.0,3.0,5451.0,0.0,17.0,2.0,4.0,5840.0,1.0,2.0,3.0,1.0,9549.0
OX446844,B.1.1.7,36.0,17.141176470588235,10.744138214726457,-0.7905615781254082,2.9948865745145934,8885.0,0.0,3.0,2.0,3.0,5452.0,0.0,15.0,2.0,3.0,5839.0,3.0,2.0,2.0,1.0,9550.0
OX446845,B.1.1.7,39.0,16.533333333333335,10.21511627906976,-1.1749988619240517,2.994410583242046,8885.0,0.0,2.0,3.0,4.0,5451.0,0.0,16.0,2.0,4.0,5839.0,2.0,1.0,4.0,1.0,9549.0
OX446846,B.1.1.7,39.0,10.666666666666666,5.091086025690929,-1.1509106233452784,2.994415520154414,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,2.0,4.0,5839.0,2.0,1.0,7.0,1.0,9546.0
OX446847,B.1.1.7,37.0,12.222222222222221,6.826771653543306,-1.2357490191250613,2.994700803716772,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,4.0,4.0,5838.0,1.0,1.0,5.0,1.0,9548.0
OX446854,B.1.1.7,36.0,14.317647058823528,8.226655697243938,-0.816316385171813,2.994887208042371,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446855,B.1.1.7,39.0,20.295238095238094,13.97993827160493,-1.1936486602553695,2.994419694763302,8886.0,0.0,2.0,2.0,3.0,5449.0,0.0,19.0,3.0,3.0,5839.0,2.0,1.0,2.0,2.0,9550.0
OX446856,B.1.1.7,36.0,14.533333333333333,9.557951482479787,-0.983407403129943,2.99491438866979,8885.0,0.0,2.0,3.0,3.0,5453.0,0.0,15.0,2.0,3.0,5840.0,2.0,2.0,3.0,1.0,9549.0
OX446857,B.1.1.7,39.0,16.575757575757574,10.870940531421343,-1.0437022848081008,2.994319317905746,8781.0,0.0,2.0,2.0,3.0,5392.0,0.0,18.0,2.0,4.0,5779.0,2.0,1.0,4.0,1.0,9453.0
OX446858,B.1.1.7,36.0,11.755555555555556,6.068904593639578,-1.219853535886985,2.9948422193745774,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,5.0,1.0,9548.0
OX446859,B.1.1.7,39.0,16.575757575757574,10.870940531421343,-1.0437022848081008,2.9943791114160287,8886.0,0.0,2.0,2.0,3.0,5450.0,0.0,18.0,2.0,4.0,5839.0,2.0,1.0,4.0,1.0,9549.0
OX446860,AY.9.2,32.0,,7.956155143338954,,2.9951486701829366,8495.0,0.0,3.0,0.0,1.0,5202.0,2.0,13.0,4.0,0.0,5572.0,4.0,0.0,4.0,1.0,9100.0
OX446861,B.1.1.7,37.0,14.701754385964911,8.967782958880878,-1.1248303409543958,2.9947006069335114,8884.0,0.0,2.0,3.0,3.0,5451.0,0.0,15.0,2.0,4.0,5838.0,2.0,1.0,4.0,1.0,9544.0
OX446862,AY.23,37.0,,17.347417840375595,,2.9946656376371923,8865.0,0.0,4.0,0.0,1.0,5441.0,2.0,16.0,3.0,0.0,5821.0,8.0,0.0,2.0,1.0,9537.0
OX446863,AY.23,41.0,22.774509803921568,20.006609385327156,,2.994144517820727,8863.0,0.0,5.0,1.0,1.0,5442.0,2.0,15.0,3.0,0.0,5818.0,11.0,0.0,2.0,1.0,9537.0
OX446864,AY.98.1,40.0,,19.87096774193548,,2.994251071050826,8865.0,0.0,4.0,0.0,1.0,5441.0,2.0,16.0,3.0,0.0,5818.0,11.0,0.0,2.0,1.0,9537.0
OX446865,C.37.1,34.0,13.428070175438595,8.093770491803275,-1.099957750043101,2.9951822845841707,8887.0,0.0,1.0,2.0,1.0,5451.0,0.0,16.0,3.0,2.0,5835.0,2.0,1.0,3.0,3.0,9546.0
OX446866,AY.4.7,36.0,,17.252821670428887,,2.9947828480930374,8818.0,0.0,4.0,0.0,1.0,5406.0,2.0,14.0,2.0,0.0,5785.0,10.0,0.0,2.0,1.0,9449.0
OX446867,B.1.617.2,18.0,,7.301886792452834,,2.9971906815714737,8230.0,0.0,1.0,0.0,0.0,5010.0,1.0,6.0,3.0,0.0,5376.0,5.0,0.0,2.0,0.0,8780.0
OX446868,B.1.1.7,36.0,14.368421052631579,8.024975984630164,-1.1829296053199774,2.9948402650568093,8885.0,0.0,2.0,3.0,3.0,5453.0,0.0,15.0,2.0,4.0,5840.0,1.0,1.0,4.0,1.0,9549.0
OX446869,AY.4.7,38.0,,18.01682242990654,,2.9945334263504524,8865.0,0.0,4.0,0.0,1.0,5442.0,2.0,15.0,3.0,0.0,5819.0,10.0,0.0,2.0,1.0,9537.0
OX446870,AY.23,36.0,,16.360043907793628,,2.9948098057546395,8865.0,0.0,4.0,0.0,1.0,5442.0,2.0,15.0,3.0,0.0,5821.0,8.0,0.0,2.0,1.0,9537.0
OX446871,C.37.1,31.0,12.666666666666668,10.208221626452195,-0.8612778066690615,2.995601803349943,8887.0,0.0,1.0,2.0,1.0,5452.0,0.0,15.0,3.0,2.0,5835.0,2.0,1.0,3.0,1.0,9546.0
OX446872,AY.9.2,32.0,,10.684654300168631,,2.995329823613124,8819.0,0.0,3.0,0.0,1.0,5406.0,2.0,14.0,4.0,0.0,5790.0,4.0,0.0,3.0,1.0,9448.0
OX446873,B.1.1.7,33.0,13.784313725490197,8.819047619047616,-0.9888543561468777,2.995181306583408,8725.0,0.0,2.0,2.0,3.0,5340.0,0.0,14.0,2.0,3.0,5723.0,2.0,1.0,3.0,1.0,9383.0
OX446874,AY.4.7,36.0,,17.252821670428887,,2.9947828480930374,8818.0,0.0,4.0,0.0,1.0,5406.0,2.0,14.0,2.0,0.0,5785.0,10.0,0.0,2.0,1.0,9449.0
OX446875,AY.9.2,34.0,,11.691292875989449,,2.9950821311094415,8866.0,0.0,3.0,0.0,1.0,5443.0,2.0,14.0,5.0,0.0,5822.0,5.0,0.0,3.0,1.0,9536.0
OX446876,B.1.1.7,34.0,15.942857142857143,9.23237597911227,-0.8337485969435152,2.9951476012243075,8884.0,0.0,4.0,2.0,3.0,5456.0,0.0,12.0,2.0,3.0,5838.0,4.0,1.0,2.0,1.0,9551.0
OX446885,B.1.1.7,36.0,11.45,6.773993808049527,-0.37779931842193554,2.994883542609751,8884.0,1.0,3.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446886,B.1.1.7,37.0,14.701754385964911,8.967782958880878,-1.1248303409543958,2.9947006069335114,8884.0,0.0,2.0,3.0,3.0,5451.0,0.0,15.0,2.0,4.0,5838.0,2.0,1.0,4.0,1.0,9544.0
OX446887,B.1.177.86,24.0,,15.062761506276193,,2.9965400307006345,8892.0,1.0,1.0,0.0,1.0,5459.0,0.0,13.0,2.0,1.0,5843.0,4.0,0.0,1.0,0.0,9564.0
OX446888,B.1.1.7,38.0,15.575757575757576,10.61904761904762,-1.0061498602702863,2.9945560003532,8886.0,0.0,2.0,2.0,3.0,5450.0,0.0,18.0,2.0,3.0,5840.0,2.0,1.0,4.0,1.0,9549.0
OX446889,B.1.351,28.0,,12.015009380863034,,2.9960700556773805,8864.0,1.0,5.0,2.0,1.0,5448.0,0.0,10.0,1.0,0.0,5825.0,5.0,0.0,3.0,0.0,9531.0
OX446890,B.1.617.2,44.0,,14.996127033307515,,2.9935553015492875,8726.0,0.0,3.0,0.0,1.0,5355.0,2.0,20.0,4.0,0.0,5736.0,8.0,0.0,5.0,1.0,9363.0
OX446891,B.1.1.7,38.0,18.133333333333333,12.18831168831169,-1.1091251287928725,2.994558197995652,8885.0,0.0,2.0,3.0,3.0,5451.0,0.0,17.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446892,B.1.1.7,37.0,13.755555555555556,8.017254901960783,-1.0054382408251155,2.994743326819417,8885.0,0.0,3.0,3.0,3.0,5452.0,0.0,14.0,2.0,3.0,5839.0,3.0,1.0,4.0,1.0,9552.0
OX446893,B.1.1.7,33.0,15.6,9.487179487179494,-1.012772025250924,2.995312661003717,8884.0,0.0,3.0,3.0,3.0,5455.0,0.0,13.0,2.0,3.0,5840.0,2.0,1.0,2.0,1.0,9551.0
OX446894,B.1.1.7,36.0,18.555555555555554,11.078431372549018,-1.0781783911533775,2.994876875951219,8883.0,0.0,4.0,3.0,3.0,5452.0,0.0,16.0,2.0,3.0,5840.0,1.0,1.0,2.0,1.0,9551.0
OX446895,B.1.1.7,33.0,16.4,10.402784940691074,-1.078821163852253,2.9952359181346324,8792.0,0.0,2.0,3.0,3.0,5410.0,0.0,13.0,2.0,4.0,5789.0,2.0,1.0,2.0,1.0,9467.0
OX446896,B.1.1.7,38.0,15.31764705882353,7.878869448183044,-1.2708995583886424,2.9945426431071294,8788.0,0.0,2.0,3.0,4.0,5397.0,0.0,14.0,2.0,4.0,5786.0,2.0,2.0,3.0,2.0,9465.0
OX446897,B.1.1.7,38.0,18.0,11.90909090909091,-1.1096611782733794,2.994456157698271,8696.0,0.0,2.0,3.0,4.0,5350.0,0.0,15.0,2.0,4.0,5730.0,3.0,1.0,3.0,1.0,9378.0
OX446898,B.1.1.7,36.0,16.25,10.199999999999996,-1.107864461313439,2.9948481089675876,8885.0,0.0,2.0,3.0,4.0,5454.0,0.0,13.0,2.0,4.0,5838.0,3.0,1.0,3.0,1.0,9550.0
OX446899,B.1.1.7,37.0,15.368421052631579,8.46735395189004,-1.2306060058672743,2.9946923626872746,8885.0,0.0,2.0,3.0,4.0,5452.0,0.0,15.0,2.0,4.0,5840.0,1.0,1.0,4.0,1.0,9549.0
OX446900,B.1.1.7,36.0,11.755555555555556,6.068904593639578,-1.219853535886985,2.994842637601387,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,5.0,1.0,9548.0
OX446901,B.1.1.7,37.0,13.901754385964912,7.961312026913376,-1.0595429992602283,2.994691424124867,8791.0,0.0,3.0,3.0,3.0,5408.0,0.0,15.0,2.0,3.0,5790.0,2.0,1.0,4.0,1.0,9466.0
OX446902,B.1.1.7,33.0,13.650980392156864,7.224343675417662,-1.0417392087546102,2.9952714616096525,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5841.0,1.0,1.0,3.0,1.0,9550.0
OX446903,B.1.1.7,39.0,16.36842105263158,10.347826086956522,-1.1299732757317964,2.994416662185715,8885.0,0.0,2.0,3.0,4.0,5452.0,0.0,15.0,2.0,4.0,5838.0,3.0,1.0,4.0,1.0,9549.0
OX446904,B.1.1.7,37.0,18.42222222222222,9.569040986868291,-1.2749542635462472,2.9946869207557874,8794.0,0.0,2.0,3.0,3.0,5402.0,0.0,16.0,2.0,4.0,5782.0,1.0,2.0,2.0,2.0,9460.0
OX446905,B.1.1.7,41.0,11.855072463768115,6.273839510615327,-1.1523835817750399,2.9941276977478344,8885.0,0.0,2.0,3.0,3.0,5452.0,0.0,16.0,2.0,4.0,5839.0,2.0,1.0,7.0,1.0,9546.0
OX446906,B.1.1.7,37.0,15.368421052631579,8.46735395189004,-1.2306060058672743,2.9946923626872746,8885.0,0.0,2.0,3.0,4.0,5452.0,0.0,15.0,2.0,4.0,5840.0,1.0,1.0,4.0,1.0,9549.0
OX446907,B.1.617.2,36.0,,17.408092485549133,,2.9947247524564595,8749.0,0.0,4.0,0.0,1.0,5347.0,2.0,15.0,2.0,0.0,5740.0,9.0,0.0,2.0,1.0,9341.0
OX446908,B.1.1.7,37.0,15.428070175438597,10.412017167381972,-0.9841194038264285,2.994770249293815,8884.0,0.0,2.0,3.0,3.0,5452.0,0.0,16.0,2.0,3.0,5839.0,2.0,2.0,3.0,1.0,9549.0
OX446909,B.1.1.7,35.0,13.650980392156864,8.718190386427892,-0.9826011492265873,2.9950582944410025,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,2.0,3.0,5840.0,2.0,2.0,3.0,1.0,9549.0
OX446910,AY.122,40.0,,20.779146502419714,,2.9941175715991886,8725.0,0.0,4.0,0.0,1.0,5357.0,3.0,17.0,2.0,0.0,5736.0,10.0,0.0,2.0,1.0,9366.0
OX446911,B.1.1.7,38.0,18.22222222222222,11.614598540145995,-1.1166312512512453,2.99450596648325,8791.0,0.0,4.0,2.0,4.0,5406.0,0.0,16.0,4.0,3.0,5789.0,1.0,1.0,2.0,1.0,9468.0
OX446912,B.1.1.7,36.0,14.742857142857144,6.61904761904762,-1.2519414421649533,2.994862207555313,8884.0,0.0,4.0,2.0,3.0,5454.0,0.0,13.0,3.0,3.0,5839.0,2.0,1.0,2.0,3.0,9553.0
OX446913,B.1.1.7,40.0,17.38095238095238,11.044630404463028,-1.175605896040466,2.994266638128435,8885.0,0.0,2.0,3.0,4.0,5450.0,0.0,17.0,2.0,4.0,5839.0,2.0,1.0,4.0,1.0,9549.0
OX446914,AY.43,41.0,21.5,18.607112130771444,,2.994114351908107,8863.0,0.0,5.0,1.0,3.0,5439.0,2.0,16.0,4.0,0.0,5821.0,7.0,0.0,2.0,1.0,9537.0
OX446915,B.1.1.7,39.0,10.666666666666666,5.091086025690929,-1.1509106233452784,2.994415520154414,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,2.0,4.0,5839.0,2.0,1.0,7.0,1.0,9546.0
OX446916,B.1.617.2,44.0,,14.996127033307515,,2.9935553015492875,8726.0,0.0,3.0,0.0,1.0,5355.0,2.0,20.0,4.0,0.0,5736.0,8.0,0.0,5.0,1.0,9363.0
OX446917,B.1.1.7,36.0,14.533333333333333,8.26023778071334,-0.8671177576457015,2.9948737514470545,8875.0,0.0,3.0,2.0,3.0,5446.0,0.0,15.0,2.0,3.0,5835.0,2.0,2.0,3.0,1.0,9527.0
OX446918,B.1.1.7,37.0,16.133333333333333,10.248051352590558,-1.0833822833830435,2.994697866656198,8885.0,0.0,3.0,2.0,3.0,5451.0,0.0,17.0,3.0,3.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446919,AY.122,47.0,,21.629294755877037,,2.9931732224331675,8817.0,0.0,5.0,0.0,1.0,5400.0,3.0,18.0,3.0,0.0,5781.0,13.0,0.0,3.0,1.0,9444.0
OX446920,B.1.1.7,39.0,20.295238095238094,13.97993827160493,-1.1936486602553695,2.994419694763302,8886.0,0.0,2.0,2.0,3.0,5449.0,0.0,19.0,3.0,3.0,5839.0,2.0,1.0,2.0,2.0,9550.0
OX446921,B.1.1.7,34.0,14.876190476190477,6.822222222222222,-1.2187609918348858,2.995138040131505,8884.0,0.0,4.0,2.0,3.0,5455.0,0.0,13.0,3.0,3.0,5840.0,1.0,1.0,2.0,2.0,9553.0
OX446922,B.1.1.7,35.0,16.2,9.85294117647059,-0.7895927879122229,2.9950313350247977,8886.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,2.0,1.0,9553.0
OX446923,B.1.1.7,36.0,15.117647058823529,8.441285537700857,-0.8908213851085589,2.99485404273058,8884.0,0.0,4.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,1.0,3.0,1.0,9550.0
OX446924,B.1.1.7,35.0,16.2,9.85294117647059,-0.7895927879122229,2.995030734260448,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,2.0,1.0,9549.0
OX446925,B.1.1.7,36.0,14.317647058823528,8.226655697243938,-0.816316385171813,2.994887208042371,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446926,B.1.1.7,40.0,10.442424242424243,5.847721378288245,-1.156759862064546,2.9943066280402153,8885.0,0.0,2.0,3.0,3.0,5453.0,0.0,15.0,3.0,3.0,5839.0,2.0,1.0,7.0,1.0,9546.0
OX446927,B.1.1.7,38.0,17.0,12.207188160676534,-1.1821645034251616,2.9945890664015797,8881.0,0.0,2.0,3.0,4.0,5449.0,0.0,15.0,4.0,3.0,5837.0,2.0,1.0,3.0,1.0,9546.0
OX446928,B.1.1.7,35.0,13.45,7.411764705882353,-0.8152220957372055,2.995031102502084,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446929,B.1.617.2,32.0,,11.689608636977054,,2.9953199715707446,8741.0,0.0,4.0,0.0,1.0,5380.0,2.0,11.0,4.0,0.0,5736.0,7.0,0.0,2.0,1.0,9414.0
OX446930,B.1.1.7,41.0,14.095238095238095,8.231292517006798,-1.170052390485961,2.9941602831185947,8884.0,0.0,3.0,3.0,4.0,5451.0,0.0,16.0,3.0,3.0,5839.0,2.0,1.0,5.0,1.0,9548.0
OX446931,B.1.1.7,38.0,18.98496240601504,13.227915869980881,-1.1562517872175402,2.9945912050578682,8884.0,0.0,3.0,3.0,3.0,5451.0,0.0,17.0,4.0,3.0,5839.0,1.0,1.0,2.0,1.0,9551.0
OX446932,AY.122,35.0,,15.201690140845075,,2.9949596091151998,8865.0,0.0,4.0,0.0,1.0,5443.0,2.0,13.0,3.0,0.0,5820.0,9.0,0.0,2.0,1.0,9537.0
OX446933,B.1.1.7,34.0,13.783333333333335,8.046183762761306,-0.9093043030824914,2.995096654631751,8792.0,0.0,3.0,2.0,3.0,5409.0,0.0,13.0,2.0,3.0,5789.0,3.0,1.0,3.0,1.0,9467.0
OX446934,B.1.1.7,36.0,14.317647058823528,8.226655697243938,-0.816316385171813,2.994887208042371,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446935,B.1.1.7,39.0,20.295238095238094,13.97993827160493,-1.1936486602553695,2.994419694763302,8886.0,0.0,2.0,2.0,3.0,5449.0,0.0,19.0,3.0,3.0,5839.0,2.0,1.0,2.0,2.0,9550.0
OX446936,B.1.1.7,38.0,13.964705882352941,6.7896825396825395,-1.3948718855404798,2.9945635091982616,8886.0,0.0,2.0,3.0,4.0,5454.0,0.0,13.0,3.0,4.0,5839.0,2.0,1.0,4.0,2.0,9552.0
OX446937,B.1.1.7,39.0,16.533333333333335,10.21511627906976,-1.1749988619240517,2.994410583242046,8885.0,0.0,2.0,3.0,4.0,5451.0,0.0,16.0,2.0,4.0,5839.0,2.0,1.0,4.0,1.0,9549.0
OX446938,B.1.1.7,38.0,14.355555555555556,7.779193205944797,-0.8779181131992649,2.994569833632102,8885.0,0.0,4.0,2.0,3.0,5449.0,0.0,14.0,2.0,3.0,5837.0,4.0,1.0,4.0,1.0,9545.0
OX446939,B.1.1.7,36.0,15.761403508771929,9.742424242424242,-0.9609598046917365,2.9948453027570214,8885.0,0.0,3.0,2.0,3.0,5452.0,0.0,16.0,2.0,3.0,5837.0,2.0,1.0,3.0,1.0,9550.0
OX446940,B.1.1.7,36.0,17.333333333333332,11.734362934362942,-0.9685285788422723,2.994849700999698,8885.0,0.0,3.0,2.0,4.0,5453.0,0.0,14.0,3.0,3.0,5838.0,3.0,1.0,2.0,1.0,9551.0
